"A","Agilent Technologies, Inc. Comm",42.21
"AA","Alcoa Inc. Common Stock",13.56
"AAPL","Apple Inc.",128.50
"ABC","AmerisourceBergen Corporation C",114.18
"ABT","Abbott Laboratories Common Stoc",48.54
"ACE","Ace Limited Common Stock",108.15
"ACN","Accenture plc. Class A Ordinary",96.70
"ADBE","Adobe Systems Incorporated",79.01
"ADI","Analog Devices, Inc.",63.05
"ADM","Archer-Daniels-Midland Company ",52.955
"ADP","Automatic Data Processing, Inc.",87.69
"ADSK","Autodesk, Inc.",59.03
"ADT","ADT Corporation Common Stock",37.88
"AEE","Ameren Corporation Common Stock",40.55
"AEP","American Electric Power Company",55.54
"AES","The AES Corporation Common Stoc",13.645
"AET","Aetna Inc. Common Stock",111.88
"AFL","AFLAC Incorporated Common Stock",63.28
"AGN",N/A,N/A
"AIG","American International Group, I",58.36
"AIV","Apartment Investment and Manage",38.34
"AIZ","Assurant, Inc. Common Stock",65.55
"AKAM","Akamai Technologies, Inc.",77.67
"ALL","Allstate Corporation (The) Comm",67.61
"ALTR","Altera Corporation",44.31
"ALXN","Alexion Pharmaceuticals, Inc.",160.70
"AMAT","Applied Materials, Inc.",20.44
"AMD","Advanced Micro Devices",2.35
"AMGN","Amgen Inc.",162.685
"AMP","Ameriprise Financial, Inc. Comm",127.43
"AMT","American Tower Corporation (REI",95.03
"AMZN","Amazon.com, Inc.",425.26
"AN","AutoNation, Inc. Common Stock",62.30
"ANF","Abercrombie & Fitch Company Com",21.49
"AON","Aon plc Class A Ordinary Shares",99.50
"APA","Apache Corporation Common Stock",62.63
"APC","Anadarko Petroleum Corporation ",84.54
"APD","Air Products and Chemicals, Inc",148.55
"APH","Amphenol Corporation Common Sto",57.87
"APOL","Apollo Education Group, Inc.",16.80
"ARG","Airgas, Inc. Common Stock",102.99
"ATI","Allegheny Technologies Incorpor",37.45
"AVB","AvalonBay Communities, Inc. Com",169.11
"AVP","Avon Products, Inc. Common Stoc",7.0411
"AVY","Avery Dennison Corporation Comm",60.10
"AXP","American Express Company Common",80.44
"AZO","AutoZone, Inc. Common Stock",683.64
"BA","Boeing Company (The) Common Sto",146.57
"BAC","Bank of America Corporation Com",16.34
"BAX","Baxter International Inc. Commo",69.56
"BBBY","Bed Bath & Beyond Inc.",69.51
"BBT","BB&T Corporation Common Stock",38.65
"BBY","Best Buy Co., Inc. Common Stock",34.57
"BCR","C.R. Bard, Inc. Common Stock",172.40
"BDX","Becton, Dickinson and Company C",141.09
"BEAM",N/A,N/A
"BEN","Franklin Resources, Inc. Common",51.69
"BF.B",N/A,N/A
"BHI","Baker Hughes Incorporated Commo",65.42
"BIG","Big Lots, Inc. Common Stock",46.40
"BIIB","Biogen Idec Inc.",392.02
"BK","Bank of New York Mellon Corpora",43.1101
"BLK","BlackRock, Inc. Common Stock",369.625
"BLL","Ball Corporation Common Stock",72.94
"BMC","BMC Software, Inc.",46.30
"BMS","Bemis Company, Inc. Common Stoc",46.29
"BMY","Bristol-Myers Squibb Company Co",67.51
"BRCM","Broadcom Corporation",47.43
"BRK.B",N/A,N/A
"BSX","Boston Scientific Corporation C",17.82
"BTU","Peabody Energy Corporation Comm",4.295
"BWA","BorgWarner Inc. Common Stock",61.45
"BXP","Boston Properties, Inc. Common ",134.895
"C","Citigroup, Inc. Common Stock",54.135
"CA","CA Inc.",31.7899
"CAG","ConAgra Foods, Inc. Common Stoc",38.30
"CAH","Cardinal Health, Inc. Common St",87.66
"CAM","Cameron International Corporati",52.28
"CAT","Caterpillar, Inc. Common Stock",88.26
"CB","Chubb Corporation (The) Common ",98.88
"CBG","CBRE Group Inc Common Stock Cla",38.6451
"CBS","CBS Corporation Class B Common ",59.75
"CCE","Coca-Cola Enterprises, Inc. Com",46.40
"CCI","Crown Castle International Corp",83.44
"CCL","Carnival Corporation Common Sto",47.95
"CELG","Celgene Corporation",115.37
"CERN","Cerner Corporation",67.74
"CF","CF Industries Holdings, Inc. Co",307.02
"CFN",N/A,N/A
"CHK","Chesapeake Energy Corporation C",14.66
"CHRW","C.H. Robinson Worldwide, Inc.",64.59
"CI","Cigna Corporation Common Stock",131.87
"CINF","Cincinnati Financial Corporatio",50.87
"CL","Colgate-Palmolive Company Commo",68.63
"CLF","Cliffs Natural Resources Inc Co",5.58
"CLX","Clorox Company (The) Common Sto",109.06
"CMA","Comerica Incorporated Common St",48.14
"CMCSA","Comcast Corporation",56.46
"CME","CME Group Inc.",94.81
"CMG","Chipotle Mexican Grill, Inc. Co",630.50
"CMI","Cummins Inc. Common Stock",141.97
"CMS","CMS Energy Corporation Common S",33.71
"CNP","CenterPoint Energy, Inc (Holdin",20.25
"CNX","CONSOL Energy Inc. Common Stock",31.88
"COF","Capital One Financial Corporati",83.96
"COG","Cabot Oil & Gas Corporation Com",35.39
"COH","Coach, Inc. Common Stock",37.495
"COL","Rockwell Collins, Inc. Common S",97.86
"COP","ConocoPhillips Common Stock",65.37
"COST","Costco Wholesale Corporation",144.63
"COV","Covidien plc. Ordinary Shares (",N/A
"CPB","Campbell Soup Company Common St",46.75
"CRM","Salesforce.com Inc Common Stock",72.855
"CSC","Computer Sciences Corporation C",67.34
"CSCO","Cisco Systems, Inc.",29.525
"CSX","CSX Corporation Common Stock",35.31
"CTAS","Cintas Corporation",85.50
"CTL","CenturyLink, Inc. Common Stock",34.39
"CTSH","Cognizant Technology Solutions ",63.125
"CTXS","Citrix Systems, Inc.",65.815
"CVC","Cablevision Systems Corporation",20.21
"CVH",N/A,N/A
"CVS","CVS Health Corporation Common S",101.66
