"A","Agilent Technologies, Inc. Comm",42.03,-0.02,"-0.05%"
"AA","Alcoa Inc. Common Stock",13.63,-0.01,"-0.07%"
"AAPL","Apple Inc.",128.68,-0.27,"-0.21%"
"ABC","AmerisourceBergen Corporation C",114.70,+0.04,"+0.03%"
"ABT","Abbott Laboratories Common Stoc",48.58,-0.09,"-0.18%"
"ACE","Ace Limited Common Stock",108.45,-0.14,"-0.13%"
"ACN","Accenture plc. Class A Ordinary",96.66,-0.32,"-0.33%"
"ADBE","Adobe Systems Incorporated",79.48,+0.05,"+0.06%"
"ADI","Analog Devices, Inc.",63.26,-0.14,"-0.22%"
"ADM","Archer-Daniels-Midland Company ",52.72,-0.16,"-0.30%"
"ADP","Automatic Data Processing, Inc.",87.9005,-0.0895,"-0.1017%"
"ADSK","Autodesk, Inc.",58.83,-0.15,"-0.25%"
"ADT","ADT Corporation Common Stock",38.03,+0.26,"+0.69%"
"AEE","Ameren Corporation Common Stock",40.27,+0.01,"+0.02%"
"AEP","American Electric Power Company",55.1799,+0.0799,"+0.1450%"
"AES","The AES Corporation Common Stoc",13.53,-0.01,"-0.07%"
"AET","Aetna Inc. Common Stock",111.83,+0.35,"+0.31%"
"AFL","AFLAC Incorporated Common Stock",63.54,-0.23,"-0.36%"
"AGN",N/A,N/A,N/A,N/A
"AIG","American International Group, I",58.76,-0.21,"-0.36%"
"AIV","Apartment Investment and Manage",38.07,+0.17,"+0.45%"
"AIZ","Assurant, Inc. Common Stock",65.355,+0.435,"+0.670%"
"AKAM","Akamai Technologies, Inc.",78.02,-0.34,"-0.43%"
"ALL","Allstate Corporation (The) Comm",67.88,+0.24,"+0.35%"
"ALTR","Altera Corporation",44.24,-0.07,"-0.16%"
"ALXN","Alexion Pharmaceuticals, Inc.",162.66,+0.97,"+0.60%"
"AMAT","Applied Materials, Inc.",20.3669,+0.5069,"+2.5524%"
"AMD","Advanced Micro Devices",2.355,+0.025,"+1.073%"
"AMGN","Amgen Inc.",162.28,+0.30,"+0.19%"
"AMP","Ameriprise Financial, Inc. Comm",127.92,-0.38,"-0.30%"
"AMT","American Tower Corporation (REI",94.36,-0.45,"-0.47%"
"AMZN","Amazon.com, Inc.",428.91,-3.37,"-0.78%"
"AN","AutoNation, Inc. Common Stock",62.28,-0.04,"-0.06%"
"ANF","Abercrombie & Fitch Company Com",21.20,-0.05,"-0.24%"
"AON","Aon plc Class A Ordinary Shares",100.11,+0.13,"+0.13%"
"APA","Apache Corporation Common Stock",62.83,+0.20,"+0.32%"
"APC","Anadarko Petroleum Corporation ",83.86,-0.63,"-0.75%"
"APD","Air Products and Chemicals, Inc",147.83,+0.21,"+0.14%"
"APH","Amphenol Corporation Common Sto",57.83,-0.25,"-0.43%"
"APOL","Apollo Education Group, Inc.",16.77,+0.01,"+0.03%"
"ARG","Airgas, Inc. Common Stock",102.59,-0.41,"-0.40%"
"ATI","Allegheny Technologies Incorpor",37.32,-0.13,"-0.35%"
"AVB","AvalonBay Communities, Inc. Com",167.865,+0.675,"+0.404%"
"AVP","Avon Products, Inc. Common Stoc",6.99,-0.08,"-1.13%"
"AVY","Avery Dennison Corporation Comm",60.01,-0.50,"-0.83%"
"AXP","American Express Company Common",80.95,+0.20,"+0.25%"
"AZO","AutoZone, Inc. Common Stock",683.375,+1.245,"+0.183%"
"BA","Boeing Company (The) Common Sto",147.7276,-0.2324,"-0.1571%"
"BAC","Bank of America Corporation Com",16.4588,-0.0612,"-0.3705%"
"BAX","Baxter International Inc. Commo",69.29,+0.25,"+0.36%"
"BBBY","Bed Bath & Beyond Inc.",69.54,-0.11,"-0.16%"
"BBT","BB&T Corporation Common Stock",38.96,-0.21,"-0.54%"
"BBY","Best Buy Co., Inc. Common Stock",34.62,-0.20,"-0.57%"
"BCR","C.R. Bard, Inc. Common Stock",172.075,-0.045,"-0.026%"
"BDX","Becton, Dickinson and Company C",141.25,+0.21,"+0.15%"
"BEAM",N/A,N/A,+0,"+0%"
"BEN","Franklin Resources, Inc. Common",51.92,-0.22,"-0.42%"
"BF.B",N/A,N/A,N/A,N/A
"BHI","Baker Hughes Incorporated Commo",65.64,+0.14,"+0.21%"
"BIG","Big Lots, Inc. Common Stock",46.04,-0.02,"-0.04%"
"BIIB","Biogen Idec Inc.",393.79,-0.56,"-0.14%"
